,Patent,primary_subclass,Citation,GDate
7146987,5040129,210,4115765,1991-08-13
7146988,5040129,210,4419740,1991-08-13
7146989,5040129,210,4703438,1991-08-13
7146990,5040129,210,4736200,1991-08-13
7146991,5040129,210,4745407,1991-08-13
7146992,5040129,210,4797809,1991-08-13
7146993,5040129,210,4825386,1991-08-13
7146994,5040129,210,4868557,1991-08-13
7147136,5040113,202,3676351,1991-08-13
7147137,5040113,202,3753233,1991-08-13
7147138,5040113,202,4255796,1991-08-13
7147139,5040113,202,4330845,1991-08-13
7147140,5040113,202,4339806,1991-08-13
7147141,5040113,202,4367537,1991-08-13
7147142,5040113,202,4433392,1991-08-13
7147143,5040113,202,4438505,1991-08-13
7147144,5040113,202,4453217,1991-08-13
7147145,5040113,202,4468728,1991-08-13
7147146,5040113,202,4482981,1991-08-13
7147147,5040113,202,4499553,1991-08-13
7147148,5040113,202,4597056,1991-08-13
7147149,5040113,202,4701847,1991-08-13
7147150,5040113,202,4757456,1991-08-13
7147151,5040113,202,4882703,1991-08-13
7161057,5038316,205,4370707,1991-08-06
7161058,5038316,205,4441829,1991-08-06
7161059,5038316,205,4445795,1991-08-06
7161060,5038316,205,4470129,1991-08-06
7161061,5038316,205,4553860,1991-08-06
7161062,5038316,205,4730252,1991-08-06
7161063,5038316,205,4800485,1991-08-06
7161064,5038316,205,4860203,1991-08-06
7176223,5036315,733,4653020,1991-07-30
7176224,5036315,733,4663617,1991-07-30
7176225,5036315,733,4736309,1991-07-30
7176226,5036315,733,4757441,1991-07-30
7176227,5036315,733,4761642,1991-07-30
7176228,5036315,733,4859995,1991-07-30
7176229,5036315,733,4890257,1991-07-30
7200809,5033009,205,4674043,1991-07-16
7200810,5033009,205,4723211,1991-07-16
7200811,5033009,205,4939689,1991-07-16
7200812,5033008,210,4464730,1991-07-16
7200813,5033008,210,4513391,1991-07-16
7200814,5033008,210,4723211,1991-07-16
7200815,5033008,210,4815029,1991-07-16
7200816,5033008,210,4881197,1991-07-16
7200817,5033008,210,4912669,1991-07-16
7215029,5031121,246,4649513,1991-07-09
7215030,5031121,246,4665555,1991-07-09
7215031,5031121,246,4737923,1991-07-09
7215032,5031121,246,4782463,1991-07-09
7215041,5031119,773,4755808,1991-07-09
7215042,5031119,773,4766427,1991-07-09
7215043,5031119,773,4908612,1991-07-09
7215044,5031119,773,4920514,1991-07-09
7215045,5031119,773,4929934,1991-07-09
7230360,5029113,705,4500964,1991-07-02
7230361,5029113,705,4789962,1991-07-02
7230362,5029113,705,4964077,1991-07-02
7258008,5025413,259,4412294,1991-06-18
7258009,5025413,259,4706074,1991-06-18
7258010,5025413,259,4806916,1991-06-18
7258011,5025413,259,4890257,1991-06-18
7258099,5025396,210,4552206,1991-06-18
7258100,5025396,210,4587633,1991-06-18
7258101,5025396,210,4803476,1991-06-18
7258102,5025396,210,4814756,1991-06-18
7258103,5025396,210,4835529,1991-06-18
7258104,5025396,210,4847785,1991-06-18
7258105,5025396,210,4862386,1991-06-18
7258106,5025396,210,4885699,1991-06-18
7258107,5025396,210,4914607,1991-06-18
7258108,5025396,210,4933880,1991-06-18
7258109,5025395,745,4365315,1991-06-18
7258110,5025395,745,4486830,1991-06-18
7258111,5025395,745,4497040,1991-06-18
7258112,5025395,745,4604653,1991-06-18
7258113,5025395,745,4656603,1991-06-18
7258114,5025395,745,4754395,1991-06-18
7258115,5025395,745,4835685,1991-06-18
7259154,5025249,803,4204206,1991-06-18
7259155,5025249,803,4386410,1991-06-18
7259156,5025249,803,4412294,1991-06-18
7259157,5025249,803,4484187,1991-06-18
7259158,5025249,803,4542376,1991-06-18
7259159,5025249,803,4545070,1991-06-18
7259160,5025249,803,4550315,1991-06-18
7259161,5025249,803,4642790,1991-06-18
7259162,5025249,803,4694288,1991-06-18
7259163,5025249,803,4700320,1991-06-18
7259164,5025249,803,4710761,1991-06-18
7259165,5025249,803,4710767,1991-06-18
7259166,5025249,803,4727425,1991-06-18
7259167,5025249,803,4752893,1991-06-18
7259168,5025249,803,4772881,1991-06-18
7270692,5023811,210,4357624,1991-06-11
7270693,5023811,210,4719585,1991-06-11
7270694,5023811,210,4803643,1991-06-11
7270695,5023811,210,4833625,1991-06-11
7270696,5023810,203,4628305,1991-06-11
7270697,5023810,203,4644502,1991-06-11
7270698,5023810,203,4755814,1991-06-11
7270699,5023810,203,4812836,1991-06-11
7270700,5023810,203,4835527,1991-06-11
7284493,5021976,853,4752893,1991-06-04
7284494,5021976,853,4772882,1991-06-04
7284495,5021976,853,4813013,1991-06-04
7284496,5021976,853,4814755,1991-06-04
7284497,5021976,853,4823283,1991-06-04
7284511,5021973,212,4412294,1991-06-04
7284512,5021973,212,4455618,1991-06-04
7284513,5021973,212,4481603,1991-06-04
7284514,5021973,212,4528560,1991-06-04
7284515,5021973,212,4566127,1991-06-04
7284516,5021973,212,4602251,1991-06-04
7284517,5021973,212,4642790,1991-06-04
7284518,5021973,212,4646250,1991-06-04
7284519,5021973,212,4649513,1991-06-04
7284520,5021973,212,4677585,1991-06-04
7284521,5021973,212,4713754,1991-06-04
7284522,5021973,212,4723210,1991-06-04
7284523,5021973,212,4739477,1991-06-04
7284524,5021973,212,4763356,1991-06-04
7284525,5021972,223,4709230,1991-06-04
7284526,5021972,223,4789855,1991-06-04
7284527,5021972,223,4853878,1991-06-04
7314536,5018083,235,4127851,1991-05-21
7314537,5018083,235,4195338,1991-05-21
7314538,5018083,235,4587631,1991-05-21
7314539,5018083,235,4616336,1991-05-21
7314540,5018082,707,4052798,1991-05-21
7314541,5018082,707,4114294,1991-05-21
7314542,5018082,707,4571682,1991-05-21
7314543,5018082,707,4611996,1991-05-21
7314544,5018082,707,4637797,1991-05-21
7314545,5018082,707,4772206,1991-05-21
7314572,5018077,209,4445795,1991-05-21
7314573,5018077,209,4484826,1991-05-21
7314574,5018077,209,4736309,1991-05-21
7314575,5018077,209,4757470,1991-05-21
7314576,5018077,209,4789962,1991-05-21
7344251,5014222,733,4197590,1991-05-07
7373129,5010500,863,3487371,1991-04-23
7373130,5010500,863,3909785,1991-04-23
7373131,5010500,863,4200861,1991-04-23
7373132,5010500,863,4414685,1991-04-23
7373133,5010500,863,4516156,1991-04-23
7373134,5010500,863,4521870,1991-04-23
7373135,5010500,863,4542526,1991-04-23
7373136,5010500,863,4562304,1991-04-23
7373137,5010500,863,4607386,1991-04-23
7373138,5010500,863,4624013,1991-04-23
7373139,5010500,863,4644585,1991-04-23
7373140,5010500,863,4645459,1991-04-23
7373141,5010500,863,4727588,1991-04-23
7373142,5010500,863,4736437,1991-04-23
7373143,5010500,863,4742558,1991-04-23
7373144,5010500,863,4754493,1991-04-23
7373145,5010500,863,4776020,1991-04-23
7373146,5010500,863,4809214,1991-04-23
7373147,5010500,863,4829583,1991-04-23
7373148,5010500,863,4833625,1991-04-23
7373149,5010500,863,4860372,1991-04-23
7373150,5010500,863,4873513,1991-04-23
7373151,5010500,863,4879665,1991-04-23
7385141,5008853,751,3771137,1991-04-16
7385142,5008853,751,4410944,1991-04-16
7385143,5008853,751,4414621,1991-04-16
7385144,5008853,751,4445174,1991-04-16
7385145,5008853,751,4516156,1991-04-16
7385146,5008853,751,4525779,1991-04-16
7385147,5008853,751,4558413,1991-04-16
7385148,5008853,751,4560833,1991-04-16
7385149,5008853,751,4562539,1991-04-16
7385150,5008853,751,4635189,1991-04-16
7385151,5008853,751,4650929,1991-04-16
7385152,5008853,751,4654483,1991-04-16
7385153,5008853,751,4686698,1991-04-16
7385154,5008853,751,4698752,1991-04-16
7385155,5008853,751,4714992,1991-04-16
7385156,5008853,751,4853843,1991-04-16
7385493,5008810,234,4383298,1991-04-16
7385494,5008810,234,4591989,1991-04-16
7385495,5008810,234,4656603,1991-04-16
7385496,5008810,234,4658370,1991-04-16
7385497,5008810,234,4677587,1991-04-16
7385498,5008810,234,4785408,1991-04-16
7385499,5008810,234,4788636,1991-04-16
7385500,5008810,234,4792889,1991-04-16
7385501,5008810,234,4821211,1991-04-16
7385502,5008810,234,4843538,1991-04-16
7385503,5008810,234,4851999,1991-04-16
7385504,5008810,234,4862345,1991-04-16
7385505,5008810,234,4873623,1991-04-16
7385506,5008810,234,4873643,1991-04-16
7398816,5007019,206,3932859,1991-04-09
7398817,5007019,206,4384329,1991-04-09
7398818,5007019,206,4796185,1991-04-09
7425427,5003499,246,4608662,1991-03-26
7425428,5003499,246,4754428,1991-03-26
7425429,5003499,246,4800510,1991-03-26
7438883,5001697,202,4435703,1991-03-19
7438884,5001697,202,4476464,1991-03-19
7438885,5001697,202,4503427,1991-03-19
7438886,5001697,202,4644319,1991-03-19
7438887,5001697,202,4648062,1991-03-19
7438888,5001697,202,4656603,1991-03-19
7438889,5001697,202,4700320,1991-03-19
7438890,5001697,202,4780710,1991-03-19
7438891,5001697,202,4847788,1991-03-19
7440496,5001469,790,4439760,1991-03-19
7440497,5001469,790,4484187,1991-03-19
7440498,5001469,790,4493078,1991-03-19
7440499,5001469,790,4496944,1991-03-19
7440500,5001469,790,4509043,1991-03-19
7440501,5001469,790,4545070,1991-03-19
7440502,5001469,790,4577318,1991-03-19
7440503,5001469,790,4631724,1991-03-19
7440504,5001469,790,4642790,1991-03-19
7440505,5001469,790,4651146,1991-03-19
7440506,5001469,790,4670752,1991-03-19
7440507,5001469,790,4679038,1991-03-19
7440508,5001469,790,4688033,1991-03-19
7440509,5001469,790,4694288,1991-03-19
7440510,5001469,790,4710767,1991-03-19
7440511,5001469,790,4716460,1991-03-19
7440512,5001469,790,4749947,1991-03-19
7440513,5001469,790,4772881,1991-03-19
7440514,5001469,790,4862154,1991-03-19
7440515,5001469,790,4864517,1991-03-19
7440516,5001469,790,4868552,1991-03-19
7476916,4996640,206,4080659,1991-02-26
7476917,4996640,206,4118695,1991-02-26
7476918,4996640,206,4247906,1991-02-26
7476919,4996640,206,4357680,1991-02-26
7476920,4996640,206,4403301,1991-02-26
7476921,4996640,206,4458311,1991-02-26
7476922,4996640,206,4458331,1991-02-26
7476923,4996640,206,4545015,1991-02-26
7476924,4996640,206,4587634,1991-02-26
7488839,4994968,234,4686649,1991-02-19
7488840,4994968,234,4804278,1991-02-19
7488841,4994968,234,4831583,1991-02-19
7488842,4994968,234,4848940,1991-02-19
7488843,4994968,234,4865474,1991-02-19
7503829,4992974,246,4384329,1991-02-12
7503830,4992974,246,4456973,1991-02-12
7503831,4992974,246,4683468,1991-02-12
7503832,4992974,246,4725829,1991-02-12
7503833,4992974,246,4739314,1991-02-12
7503834,4992974,246,4774666,1991-02-12
7503835,4992974,246,4783759,1991-02-12
7503836,4992974,246,4786894,1991-02-12
7503844,4992972,708,4696003,1991-02-12
7503845,4992972,708,4730252,1991-02-12
7503961,4992954,223,4207599,1991-02-12
7503962,4992954,223,4439761,1991-02-12
7503963,4992954,223,4646061,1991-02-12
7503964,4992954,223,4700175,1991-02-12
7503965,4992954,223,4745561,1991-02-12
7503966,4992954,223,4819079,1991-02-12
7517403,4991118,209,4587633,1991-02-05
7517404,4991118,209,4937784,1991-02-05
7543790,4987550,205,3803583,1991-01-22
7543791,4987550,205,3846763,1991-01-22
7543792,4987550,205,3996584,1991-01-22
7543793,4987550,205,4031519,1991-01-22
7543794,4987550,205,4124843,1991-01-22
7543795,4987550,205,4316188,1991-01-22
7543796,4987550,205,4345245,1991-01-22
7543797,4987550,205,4529978,1991-01-22
7543798,4987550,205,4603330,1991-01-22
7543799,4987550,205,4604712,1991-01-22
7543800,4987550,205,4654798,1991-01-22
7543801,4987550,205,4661808,1991-01-22
7543802,4987550,205,4686525,1991-01-22
7543803,4987550,205,4745561,1991-01-22
7543804,4987550,205,4813013,1991-01-22
7543805,4987550,205,4817177,1991-01-22
7557423,4985697,203,3218618,1991-01-15
7557424,4985697,203,3405232,1991-01-15
7557425,4985697,203,3573766,1991-01-15
7557426,4985697,203,3821716,1991-01-15
7557427,4985697,203,3889292,1991-01-15
7557428,4985697,203,3938139,1991-01-15
7557429,4985697,203,3987484,1991-01-15
7557430,4985697,203,3996671,1991-01-15
7557431,4985697,203,3999307,1991-01-15
7557432,4985697,203,4060848,1991-01-15
7557433,4985697,203,4159417,1991-01-15
7557434,4985697,203,4160242,1991-01-15
7557435,4985697,203,4406626,1991-01-15
7557436,4985697,203,4509139,1991-01-15
7557437,4985697,203,4519008,1991-01-15
7557438,4985697,203,4649380,1991-01-15
7557439,4985697,203,4689022,1991-01-15
7557440,4985697,203,4703573,1991-01-15
7568088,4984179,848,4093347,1991-01-08
7568089,4984179,848,4246605,1991-01-08
7568090,4984179,848,4303394,1991-01-08
7568091,4984179,848,4347508,1991-01-08
7568092,4984179,848,4439157,1991-01-08
7568093,4984179,848,4439755,1991-01-08
7568094,4984179,848,4634384,1991-01-08
7568095,4984179,848,4702575,1991-01-08
7568177,4984162,209,4503515,1991-01-08
7568178,4984162,209,4506343,1991-01-08
7568179,4984162,209,4573138,1991-01-08
7568180,4984162,209,4648071,1991-01-08
7568181,4984162,209,4663615,1991-01-08
7568268,4984152,856,4070710,1991-01-08
7568269,4984152,856,4455619,1991-01-08
7568270,4984152,856,4546435,1991-01-08
7568271,4984152,856,4555772,1991-01-08
7568272,4984152,856,4648046,1991-01-08
7568273,4984152,856,4656603,1991-01-08
7568274,4984152,856,4667233,1991-01-08
7568275,4984152,856,4689616,1991-01-08
7568276,4984152,856,4698624,1991-01-08
7568277,4984152,856,4716533,1991-01-08
7568278,4984152,856,4739314,1991-01-08
7568279,4984152,856,4752889,1991-01-08
7568280,4984152,856,4755808,1991-01-08
7568281,4984152,856,4772882,1991-01-08
7568282,4984152,856,4816812,1991-01-08
7568283,4984152,856,4821029,1991-01-08
7568284,4984152,856,4841291,1991-01-08
7568285,4984152,856,4859995,1991-01-08
7568286,4984152,856,4897636,1991-01-08
7581305,4982344,804,4613946,1991-01-01
7581306,4982344,804,4764867,1991-01-01
7592677,5175814,835,4506326,1992-12-29
7592678,5175814,835,4608649,1992-12-29
7592679,5175814,835,4674042,1992-12-29
7592680,5175814,835,4674043,1992-12-29
7592681,5175814,835,4716541,1992-12-29
7592682,5175814,835,4769772,1992-12-29
7592683,5175814,835,4792909,1992-12-29
7592684,5175814,835,4811217,1992-12-29
7592685,5175814,835,4847761,1992-12-29
7592686,5175813,786,4642790,1992-12-29
7592687,5175813,786,4651146,1992-12-29
7592688,5175813,786,4663615,1992-12-29
7592689,5175813,786,4736308,1992-12-29
7592690,5175813,786,4782463,1992-12-29
7592691,5175813,786,4845644,1992-12-29
7592692,5175813,786,4937036,1992-12-29
7592693,5175813,786,4954966,1992-12-29
7592694,5175813,786,4962475,1992-12-29
7592695,5175813,786,4991118,1992-12-29
7592696,5175812,708,3737863,1992-12-29
7592697,5175812,708,4212465,1992-12-29
7592698,5175812,708,4622013,1992-12-29
7592699,5175812,708,4648062,1992-12-29
7592700,5175812,708,4731735,1992-12-29
7592701,5175812,708,4739477,1992-12-29
7592702,5175812,708,4789962,1992-12-29
7592703,5175812,708,4887306,1992-12-29
7592704,5175812,708,4899276,1992-12-29
7592705,5175812,708,4964077,1992-12-29
7592706,5175812,708,4970678,1992-12-29
7592707,5175812,708,4992972,1992-12-29
7592708,5175812,708,5029113,1992-12-29
7592724,5175810,217,4679137,1992-12-29
7592725,5175810,217,4833594,1992-12-29
7592726,5175810,217,4864497,1992-12-29
7592727,5175810,217,4905138,1992-12-29
7592728,5175810,217,4959769,1992-12-29
7592729,5175810,217,5001697,1992-12-29
7592730,5175810,217,5021973,1992-12-29
7592731,5175810,217,5033008,1992-12-29
7592732,5175810,217,5033009,1992-12-29
7592824,5175803,234,1169739,1992-12-29
7592825,5175803,234,1204326,1992-12-29
7592826,5175803,234,1549621,1992-12-29
7592827,5175803,234,1549622,1992-12-29
7592828,5175803,234,1687939,1992-12-29
7592829,5175803,234,2412777,1992-12-29
7592830,5175803,234,2427214,1992-12-29
7592831,5175803,234,2526633,1992-12-29
7592832,5175803,234,2613795,1992-12-29
7592833,5175803,234,2625251,1992-12-29
7592834,5175803,234,2950800,1992-12-29
7592835,5175803,234,3100036,1992-12-29
7592836,5175803,234,3199446,1992-12-29
7592837,5175803,234,3631956,1992-12-29
7592838,5175803,234,3754459,1992-12-29
7592839,5175803,234,3809203,1992-12-29
7592840,5175803,234,3809204,1992-12-29
7592841,5175803,234,3820644,1992-12-29
7592842,5175803,234,3852720,1992-12-29
7592843,5175803,234,3950734,1992-12-29
7592844,5175803,234,4051606,1992-12-29
7592845,5175803,234,4064983,1992-12-29
7592846,5175803,234,4079482,1992-12-29
7592847,5175803,234,4096934,1992-12-29
7592848,5175803,234,4146337,1992-12-29
7592849,5175803,234,4173753,1992-12-29
7592850,5175803,234,4187031,1992-12-29
7592851,5175803,234,4251871,1992-12-29
7592852,5175803,234,4278838,1992-12-29
7592853,5175803,234,4294550,1992-12-29
7592854,5175803,234,4327421,1992-12-29
7592855,5175803,234,4365235,1992-12-29
7592856,5175803,234,4484305,1992-12-29
7592857,5175803,234,4500872,1992-12-29
7592858,5175803,234,4531119,1992-12-29
7592859,5175803,234,4544276,1992-12-29
7592860,5175803,234,4565459,1992-12-29
7592861,5175803,234,4580241,1992-12-29
7592862,5175803,234,4609357,1992-12-29
7592863,5175803,234,4674066,1992-12-29
7608378,5173854,222,3810107,1992-12-22
7608379,5173854,222,3980994,1992-12-22
7608380,5173854,222,4016542,1992-12-22
7608381,5173854,222,4110823,1992-12-22
7608382,5173854,222,4195353,1992-12-22
7608383,5173854,222,4228422,1992-12-22
7608384,5173854,222,4386416,1992-12-22
7608385,5173854,222,4387424,1992-12-22
7608386,5173854,222,4435777,1992-12-22
7608387,5173854,222,4589068,1992-12-22
7608388,5173854,222,4633430,1992-12-22
7608389,5173854,222,4641274,1992-12-22
7608390,5173853,235,4723209,1992-12-22
7608391,5173853,235,4723211,1992-12-22
7635102,5170467,201,3968501,1992-12-08
7635103,5170467,201,4044363,1992-12-08
7635104,5170467,201,4067022,1992-12-08
7635105,5170467,201,4069511,1992-12-08
7635106,5170467,201,4119977,1992-12-08
7635107,5170467,201,4121228,1992-12-08
7635108,5170467,201,4204206,1992-12-08
7635109,5170467,201,4231096,1992-12-08
7635110,5170467,201,4496989,1992-12-08
7635111,5170467,201,4555775,1992-12-08
7635112,5170467,201,4581710,1992-12-08
7635113,5170467,201,4628366,1992-12-08
7635114,5170467,201,4633328,1992-12-08
7635115,5170467,201,4656504,1992-12-08
7635116,5170467,201,4667248,1992-12-08
7635117,5170467,201,4672462,1992-12-08
7635118,5170467,201,4675743,1992-12-08
7635119,5170467,201,4675833,1992-12-08
7635120,5170467,201,4679153,1992-12-08
7635121,5170467,201,4683500,1992-12-08
7635122,5170467,201,4691238,1992-12-08
7635123,5170467,201,4713754,1992-12-08
7635124,5170467,201,4721951,1992-12-08
7635125,5170467,201,4733304,1992-12-08
7635126,5170467,201,4736310,1992-12-08
7635127,5170467,201,4745561,1992-12-08
7635128,5170466,255,4587633,1992-12-08
7635129,5170466,255,4658299,1992-12-08
7635130,5170466,255,4684997,1992-12-08
7635131,5170466,255,4760458,1992-12-08
7635132,5170466,255,4823303,1992-12-08
7635133,5170466,255,4878250,1992-12-08
7635134,5170466,255,4937036,1992-12-08
7635135,5170466,255,4964039,1992-12-08
7650645,5168554,209,4855936,1992-12-01
7650646,5168554,209,4953106,1992-12-01
7652692,5168269,856,4190835,1992-12-01
7652693,5168269,856,4317956,1992-12-01
7652694,5168269,856,4414621,1992-12-01
7652695,5168269,856,4698625,1992-12-01
7652696,5168269,856,4975690,1992-12-01
7663440,5167017,210,3654609,1992-11-24
7663441,5167017,210,3991405,1992-11-24
7663442,5167017,210,4026402,1992-11-24
7663443,5167017,210,4195353,1992-11-24
7663444,5167017,210,4212077,1992-11-24
7663445,5167017,210,4223393,1992-11-24
7663446,5167017,210,4244031,1992-11-24
7663447,5167017,210,4290116,1992-11-24
7663448,5167017,210,4456972,1992-11-24
7663449,5167017,210,4513391,1992-11-24
7663450,5167017,210,4545015,1992-11-24
7663451,5167017,210,4553860,1992-11-24
7663452,5167017,210,4589785,1992-11-24
7663453,5167017,210,4901223,1992-11-24
7663454,5167016,210,3259883,1992-11-24
7663455,5167016,210,3611291,1992-11-24
7663456,5167016,210,3676856,1992-11-24
7663457,5167016,210,3709525,1992-11-24
7663458,5167016,210,3714636,1992-11-24
7663459,5167016,210,3763471,1992-11-24
7663460,5167016,210,3969698,1992-11-24
