,Patent,primary_subclass,Citation,GDate
20993894,7861165,273,2006/0212410,2010-12-28
20993895,7861165,273,2006/0221369,2010-12-28
20993896,7861165,273,5519436,2010-12-28
20993897,7861165,273,5842793,2010-12-28
20993898,7861165,273,5995201,2010-12-28
20993899,7861165,273,6343277,2010-12-28
20993900,7861165,273,6560621,2010-12-28
20993901,7861165,273,7002703,2010-12-28
20993902,7861165,273,7210099,2010-12-28
20993903,7861165,273,7287220,2010-12-28
20993904,7861165,273,7412647,2010-12-28
20993905,7861166,277,01-130683,2010-12-28
20993906,7861166,277,01-142918,2010-12-28
20993907,7861166,277,0103438,2010-12-28
20993908,7861166,277,01130683,2010-12-28
20993909,7861166,277,0145063,2010-12-28
20993910,7861166,277,0149536,2010-12-28
20993911,7861166,277,0158548,2010-12-28
20993912,7861166,277,0158767,2010-12-28
20993913,7861166,277,0167237,2010-12-28
20993914,7861166,277,0186778,2010-12-28
20993915,7861166,277,0187961,2010-12-28
20993916,7861166,277,02-284571,2010-12-28
20993917,7861166,277,0243312,2010-12-28
20993918,7861166,277,0277014,2010-12-28
20993919,7861166,277,0281293,2010-12-28
20993920,7861166,277,0299830,2010-12-28
20993921,7861166,277,03-114375,2010-12-28
20993922,7861166,277,03-198119,2010-12-28
20993923,7861166,277,0314572,2010-12-28
20993924,7861166,277,03225445,2010-12-28
20993925,7861166,277,0328440,2010-12-28
20993926,7861166,277,0340643,2010-12-28
20993927,7861166,277,0355697,2010-12-28
20993928,7861166,277,0372384,2010-12-28
20993929,7861166,277,0377334,2010-12-28
20993930,7861166,277,0384986,2010-12-28
20993931,7861166,277,0396186,2010-12-28
20993932,7861166,277,0399200,2010-12-28
20993933,7861166,277,04-170183,2010-12-28
20993934,7861166,277,0402 809,2010-12-28
20993935,7861166,277,0402809,2010-12-28
20993936,7861166,277,0420 123,2010-12-28
20993937,7861166,277,0420123,2010-12-28
20993938,7861166,277,0424 648,2010-12-28
20993939,7861166,277,0424648,2010-12-28
20993940,7861166,277,0425 834,2010-12-28
20993941,7861166,277,0425834,2010-12-28
20993942,7861166,277,0450841,2010-12-28
20993943,7861166,277,0472070,2010-12-28
20993944,7861166,277,05-046045,2010-12-28
20993945,7861166,277,05-236437,2010-12-28
20993946,7861166,277,05-334167,2010-12-28
20993947,7861166,277,05056405,2010-12-28
20993948,7861166,277,0506 435,2010-12-28
20993949,7861166,277,0506435,2010-12-28
20993950,7861166,277,0513 763,2010-12-28
20993951,7861166,277,0513763,2010-12-28
20993952,7861166,277,0516533,2010-12-28
20993953,7861166,277,05233547,2010-12-28
20993954,7861166,277,05236437,2010-12-28
20993955,7861166,277,05250106,2010-12-28
20993956,7861166,277,05334167,2010-12-28
20993957,7861166,277,0539106,2010-12-28
20993958,7861166,277,0567800,2010-12-28
20993959,7861166,277,0570785,2010-12-28
20993960,7861166,277,0586954,2010-12-28
20993961,7861166,277,06-068339,2010-12-28
20993962,7861166,277,060-143086,2010-12-28
20993963,7861166,277,06068339,2010-12-28
20993964,7861166,277,061060150,2010-12-28
20993965,7861166,277,06134489,2010-12-28
20993966,7861166,277,06187359,2010-12-28
20993967,7861166,277,062-245167,2010-12-28
20993968,7861166,277,062-24777,2010-12-28
20993969,7861166,277,0620689,2010-12-28
20993970,7861166,277,064-007786,2010-12-28
20993971,7861166,277,0646856,2010-12-28
20993972,7861166,277,0690426,2010-12-28
20993973,7861166,277,07 235909,2010-12-28
20993974,7861166,277,07-230466,2010-12-28
20993975,7861166,277,07-235909,2010-12-28
20993976,7861166,277,0701220,2010-12-28
20993977,7861166,277,0702491,2010-12-28
20993978,7861166,277,0726535,2010-12-28
20993979,7861166,277,08-008850,2010-12-28
20993980,7861166,277,08-051614,2010-12-28
20993981,7861166,277,08-228328,2010-12-28
20993982,7861166,277,08008851,2010-12-28
20993983,7861166,277,0810534,2010-12-28
20993984,7861166,277,08314790,2010-12-28
20993985,7861166,277,0838798,2010-12-28
20993986,7861166,277,08510869,2010-12-28
20993987,7861166,277,0892388,2010-12-28
20993988,7861166,277,09 284571,2010-12-28
20993989,7861166,277,09-227193,2010-12-28
20993990,7861166,277,09-284571,2010-12-28
20993991,7861166,277,09227193,2010-12-28
20993992,7861166,277,09237096,2010-12-28
20993993,7861166,277,0924629,2010-12-28
20993994,7861166,277,0924687,2010-12-28
20993995,7861166,277,09282218,2010-12-28
20993996,7861166,277,09322877,2010-12-28
20993997,7861166,277,09506225,2010-12-28
20993998,7861166,277,10-285568,2010-12-28
20993999,7861166,277,10070530,2010-12-28
20994000,7861166,277,10134080,2010-12-28
20994001,7861166,277,10275186,2010-12-28
20994002,7861166,277,10301946,2010-12-28
20994003,7861166,277,10312344,2010-12-28
20994004,7861166,277,10327397,2010-12-28
20994005,7861166,277,11-068770,2010-12-28
20994006,7861166,277,11003341,2010-12-28
20994007,7861166,277,11096175,2010-12-28
20994008,7861166,277,11250145,2010-12-28
20994009,7861166,277,1204190,2010-12-28
20994010,7861166,277,140302,2010-12-28
20994011,7861166,277,2 177 873,2010-12-28
20994012,7861166,277,2002/0034296,2010-12-28
20994013,7861166,277,2002/0087555,2010-12-28
20994014,7861166,277,2002/0120635,2010-12-28
20994015,7861166,277,2003/0018543,2010-12-28
20994016,7861166,277,2003/0093336,2010-12-28
20994017,7861166,277,2003/0093382,2010-12-28
20994018,7861166,277,2003/0124502,2010-12-28
20994019,7861166,277,2003/0198932,2010-12-28
20994020,7861166,277,2003/0200145,2010-12-28
20994021,7861166,277,2003/0236836,2010-12-28
20994022,7861166,277,2004/0039934,2010-12-28
20994023,7861166,277,2004/0201609,2010-12-28
20994024,7861166,277,2004/0215658,2010-12-28
20994025,7861166,277,2004/0219494,2010-12-28
20994026,7861166,277,2004/0268224,2010-12-28
20994027,7861166,277,2005/0144133,2010-12-28
20994028,7861166,277,2006/0204942,2010-12-28
20994029,7861166,277,2006/0259239,2010-12-28
20994030,7861166,277,2007/0016657,2010-12-28
20994031,7861166,277,2008/0229182,2010-12-28
20994032,7861166,277,2009/0216623,2010-12-28
20994033,7861166,277,2044574,2010-12-28
20994034,7861166,277,2149544,2010-12-28
20994035,7861166,277,2168227,2010-12-28
20994036,7861166,277,2177154,2010-12-28
20994037,7861166,277,2256591,2010-12-28
20994038,7861166,277,2257659,2010-12-28
20994039,7861166,277,2269302,2010-12-28
20994040,7861166,277,234223,2010-12-28
20994041,7861166,277,2344009,2010-12-28
20994042,7861166,277,235358,2010-12-28
20994043,7861166,277,235359,2010-12-28
20994044,7861166,277,236065,2010-12-28
20994045,7861166,277,236744,2010-12-28
20994046,7861166,277,238461,2010-12-28
20994047,7861166,277,2458564,2010-12-28
20994048,7861166,277,3423846,2010-12-28
20994049,7861166,277,3860873,2010-12-28
20994050,7861166,277,3891792,2010-12-28
20994051,7861166,277,3935294,2010-12-28
20994052,7861166,277,3978470,2010-12-28
20994053,7861166,277,4023408,2010-12-28
20994054,7861166,277,4071697,2010-12-28
20994055,7861166,277,408051614,2010-12-28
20994056,7861166,277,410285568,2010-12-28
20994057,7861166,277,4159417,2010-12-28
20994058,7861166,277,4160242,2010-12-28
20994059,7861166,277,4179212,2010-12-28
20994060,7861166,277,4197590,2010-12-28
20994061,7861166,277,4212184,2010-12-28
20994062,7861166,277,4272819,2010-12-28
20994063,7861166,277,4298793,2010-12-28
20994064,7861166,277,4302193,2010-12-28
20994065,7861166,277,4361848,2010-12-28
20994066,7861166,277,4381522,2010-12-28
20994067,7861166,277,4398216,2010-12-28
20994068,7861166,277,4405829,2010-12-28
20994069,7861166,277,4406626,2010-12-28
20994070,7861166,277,4429385,2010-12-28
20994071,7861166,277,4455570,2010-12-28
20994072,7861166,277,4484217,2010-12-28
20994073,7861166,277,4488179,2010-12-28
20994074,7861166,277,4513390,2010-12-28
20994075,7861166,277,4517598,2010-12-28
20994076,7861166,277,4528589,2010-12-28
20994077,7861166,277,4528643,2010-12-28
20994078,7861166,277,4532540,2010-12-28
20994079,7861166,277,4533948,2010-12-28
20994080,7861166,277,4546382,2010-12-28
20994081,7861166,277,4567512,2010-12-28
20994082,7861166,277,4578531,2010-12-28
20994083,7861166,277,4579533,2010-12-28
20994084,7861166,277,4587520,2010-12-28
20994085,7861166,277,4602279,2010-12-28
20994086,7861166,277,4604710,2010-12-28
20994087,7861166,277,4605964,2010-12-28
20994088,7861166,277,4613901,2010-12-28
20994089,7861166,277,4616263,2010-12-28
20994090,7861166,277,4621282,2010-12-28
20994091,7861166,277,4625076,2010-12-28
20994092,7861166,277,4625235,2010-12-28
20994093,7861166,277,4633462,2010-12-28
20994094,7861166,277,4639225,2010-12-28
20994095,7861166,277,4644470,2010-12-28
20994096,7861166,277,4653100,2010-12-28
20994097,7861166,277,4668218,2010-12-28
20994098,7861166,277,4673976,2010-12-28
20994099,7861166,277,4688218,2010-12-28
20994100,7861166,277,4688245,2010-12-28
20994101,7861166,277,4688246,2010-12-28
20994102,7861166,277,4691109,2010-12-28
20994103,7861166,277,4694483,2010-12-28
20994104,7861166,277,4694490,2010-12-28
20994105,7861166,277,4697209,2010-12-28
20994106,7861166,277,4706121,2010-12-28
20994107,7861166,277,4712105,2010-12-28
20994108,7861166,277,4712130,2010-12-28
20994109,7861166,277,4716543,2010-12-28
20994110,7861166,277,4724491,2010-12-28
20994111,7861166,277,4731840,2010-12-28
20994112,7861166,277,4739510,2010-12-28
20994113,7861166,277,4742543,2010-12-28
20994114,7861166,277,4751578,2010-12-28
20994115,7861166,277,4768087,2010-12-28
20994116,7861166,277,4774655,2010-12-28
20994117,7861166,277,4776011,2010-12-28
20994118,7861166,277,4792972,2010-12-28
20994119,7861166,277,4796220,2010-12-28
20994120,7861166,277,4805014,2010-12-28
20994121,7861166,277,4816901,2010-12-28
20994122,7861166,277,4816904,2010-12-28
20994123,7861166,277,4820167,2010-12-28
20994124,7861166,277,4829372,2010-12-28
20994125,7861166,277,4829558,2010-12-28
20994126,7861166,277,4829569,2010-12-28
20994127,7861166,277,4835607,2010-12-28
20994128,7861166,277,4854878,2010-12-28
20994129,7861166,277,4855725,2010-12-28
20994130,7861166,277,4860379,2010-12-28
20994131,7861166,277,4866770,2010-12-28
20994132,7861166,277,4868866,2010-12-28
20994133,7861166,277,4876736,2010-12-28
20994134,7861166,277,4885803,2010-12-28
20994135,7861166,277,4890319,2010-12-28
20994136,7861166,277,4890321,2010-12-28
20994137,7861166,277,4891838,2010-12-28
20994138,7861166,277,4899292,2010-12-28
20994139,7861166,277,4920432,2010-12-28
20994140,7861166,277,4924513,2010-12-28
20994141,7861166,277,4928168,2010-12-28
20994142,7861166,277,4928177,2010-12-28
20994143,7861166,277,4930160,2010-12-28
20994144,7861166,277,4941089,2010-12-28
20994145,7861166,277,4941125,2010-12-28
20994146,7861166,277,4947244,2010-12-28
20994147,7861166,277,4947429,2010-12-28
20994148,7861166,277,4949187,2010-12-28
20994149,7861166,277,4959810,2010-12-28
20994150,7861166,277,4961109,2010-12-28
20994151,7861166,277,4965819,2010-12-28
20994152,7861166,277,4965825,2010-12-28
20994153,7861166,277,4975951,2010-12-28
20994154,7861166,277,4977455,2010-12-28
20994155,7861166,277,4982344,2010-12-28
20994156,7861166,277,4985697,2010-12-28
20994157,7861166,277,4995078,2010-12-28
20994158,7861166,277,4996597,2010-12-28
20994159,7861166,277,5001554,2010-12-28
20994160,7861166,277,5003384,2010-12-28
20994161,7861166,277,5003591,2010-12-28
20994162,7861166,277,5010499,2010-12-28
20994163,7861166,277,5014125,2010-12-28
20994164,7861166,277,5015829,2010-12-28
20994165,7861166,277,5020129,2010-12-28
20994166,7861166,277,5027400,2010-12-28
20994167,7861166,277,5036394,2010-12-28
20994168,7861166,277,5036537,2010-12-28
20994169,7861166,277,5038402,2010-12-28
20994170,7861166,277,5046093,2010-12-28
20994171,7861166,277,5047867,2010-12-28
20994172,7861166,277,5049862,2010-12-28
20994173,7861166,277,5049990,2010-12-28
20994174,7861166,277,5054984,2010-12-28
20994175,7861166,277,5056138,2010-12-28
20994176,7861166,277,5057917,2010-12-28
20994177,7861166,277,5073930,2010-12-28
20994178,7861166,277,5075771,2010-12-28
20994179,7861166,277,5077607,2010-12-28
20994180,7861166,277,5078019,2010-12-28
20994181,7861166,277,5089956,2010-12-28
20994182,7861166,277,5091782,2010-12-28
20994183,7861166,277,5093718,2010-12-28
20994184,7861166,277,5099319,2010-12-28
20994185,7861166,277,5099331,2010-12-28
20994186,7861166,277,5103314,2010-12-28
20994187,7861166,277,5104125,2010-12-28
20994188,7861166,277,5105268,2010-12-28
20994189,7861166,277,5115426,2010-12-28
20994190,7861166,277,5121476,2010-12-28
20994191,7861166,277,5124980,2010-12-28
20994192,7861166,277,5128662,2010-12-28
20994193,7861166,277,5130792,2010-12-28
20994194,7861166,277,5130924,2010-12-28
20994195,7861166,277,5132789,2010-12-28
20994196,7861166,277,5132992,2010-12-28
20994197,7861166,277,5133079,2010-12-28
20994198,7861166,277,5140419,2010-12-28
20994199,7861166,277,5144663,2010-12-28
20994200,7861166,277,5144665,2010-12-28
20994201,7861166,277,5146552,2010-12-28
20994202,7861166,277,5146600,2010-12-28
20994203,7861166,277,5150118,2010-12-28
20994204,7861166,277,5151782,2010-12-28
20994205,7861166,277,5151789,2010-12-28
20994206,7861166,277,5152011,2010-12-28
20994207,7861166,277,5155590,2010-12-28
20994208,7861166,277,5155591,2010-12-28
20994209,7861166,277,5157783,2010-12-28
20994210,7861166,277,5159452,2010-12-28
20994211,7861166,277,5159669,2010-12-28
20994212,7861166,277,5166886,2010-12-28
20994213,7861166,277,5172413,2010-12-28
20994214,7861166,277,5173051,2010-12-28
20994215,7861166,277,5182639,2010-12-28
20994216,7861166,277,5185667,2010-12-28
20994217,7861166,277,5195181,2010-12-28
20994218,7861166,277,5199104,2010-12-28
20994219,7861166,277,5202817,2010-12-28
20994220,7861166,277,5204947,2010-12-28
20994221,7861166,277,5206722,2010-12-28
20994222,7861166,277,5206929,2010-12-28
20994223,7861166,277,5206954,2010-12-28
20994224,7861166,277,5208665,2010-12-28
20994225,7861166,277,5208745,2010-12-28
20994226,7861166,277,5210611,2010-12-28
20994227,7861166,277,5212553,2010-12-28
20994228,7861166,277,5216515,2010-12-28
20994229,7861166,277,5220438,2010-12-28
20994230,7861166,277,5220649,2010-12-28
20994231,7861166,277,5221962,2010-12-28
20994232,7861166,277,5222136,2010-12-28
20994233,7861166,277,5223924,2010-12-28
20994234,7861166,277,5231631,2010-12-28
20994235,7861166,277,5233333,2010-12-28
20994236,7861166,277,5235419,2010-12-28
20994237,7861166,277,5235619,2010-12-28
20994238,7861166,277,5235680,2010-12-28
20994239,7861166,277,5237311,2010-12-28
20994240,7861166,277,5237610,2010-12-28
20994241,7861166,277,5237614,2010-12-28
20994242,7861166,277,5239665,2010-12-28
20994243,7861166,277,5241671,2010-12-28
20994244,7861166,277,5247347,2010-12-28
20994245,7861166,277,5247575,2010-12-28
20994246,7861166,277,5251324,2010-12-28
20994247,7861166,277,5253066,2010-12-28
20994248,7861166,277,5253275,2010-12-28
20994249,7861166,277,5253341,2010-12-28
20994250,7861166,277,5256067,2010-12-28
20994251,7861166,277,5257185,2010-12-28
20994252,7861166,277,5260778,2010-12-28
20994253,7861166,277,5260788,2010-12-28
20994254,7861166,277,5262875,2010-12-28
20994255,7861166,277,5282028,2010-12-28
20994256,7861166,277,5282206,2010-12-28
20994257,7861166,277,5283639,2010-12-28
20994258,7861166,277,5285272,2010-12-28
20994259,7861166,277,5289271,2010-12-28
20994260,7861166,277,5289288,2010-12-28
20994261,7861166,277,5291554,2010-12-28
20994262,7861166,277,5293540,2010-12-28
20994263,7861166,277,5293633,2010-12-28
20994264,7861166,277,5301172,2010-12-28
20994265,7861166,277,5315711,2010-12-28
20994266,7861166,277,5318450,2010-12-28
20994267,7861166,277,5319454,2010-12-28
20994268,7861166,277,5319455,2010-12-28
20994269,7861166,277,5319542,2010-12-28
20994270,7861166,277,5319649,2010-12-28
20994271,7861166,277,5319707,2010-12-28
20994272,7861166,277,5321846,2010-12-28
20994273,7861166,277,5323240,2010-12-28
20994274,7861166,277,5327554,2010-12-28
20994275,7861166,277,5329590,2010-12-28
20994276,7861166,277,5339091,2010-12-28
20994277,7861166,277,5339239,2010-12-28
20994278,7861166,277,5339315,2010-12-28
20994279,7861166,277,5341166,2010-12-28
20994280,7861166,277,5341293,2010-12-28
20994281,7861166,277,5341425,2010-12-28
20994282,7861166,277,5341426,2010-12-28
20994283,7861166,277,5341474,2010-12-28
20994284,7861166,277,5343239,2010-12-28
20994285,7861166,277,5343516,2010-12-28
20994286,7861166,277,5345580,2010-12-28
20994287,7861166,277,5345594,2010-12-28
20994288,7861166,277,5349638,2010-12-28
20994289,7861166,277,5351075,2010-12-28
20994290,7861166,277,5353121,2010-12-28
20994291,7861166,277,5355162,2010-12-28
20994292,7861166,277,5357276,2010-12-28
20994293,7861166,277,5365265,2010-12-28
20994294,7861166,277,5365434,2010-12-28
20994295,7861166,277,5367330,2010-12-28
20994296,7861166,277,5367571,2010-12-28
20994297,7861166,277,5367621,2010-12-28
20994298,7861166,277,5367643,2010-12-28
20994299,7861166,277,5371532,2010-12-28
20994300,7861166,277,5372507,2010-12-28
20994301,7861166,277,5373324,2010-12-28
20994302,7861166,277,5375068,2010-12-28
20994303,7861166,277,5375160,2010-12-28
20994304,7861166,277,5379057,2010-12-28
20994305,7861166,277,5383112,2010-12-28
20994306,7861166,277,5384588,2010-12-28
20994307,7861166,277,5388101,2010-12-28
20994308,7861166,277,5388196,2010-12-28
20994309,7861166,277,5390348,2010-12-28
20994310,7861166,277,5392387,2010-12-28
20994311,7861166,277,5396546,2010-12-28
20994312,7861166,277,5400401,2010-12-28
20994313,7861166,277,5404393,2010-12-28
20994314,7861166,277,5404505,2010-12-28
20994315,7861166,277,5407357,2010-12-28
20994316,7861166,277,5408258,2010-12-28
20994317,7861166,277,5408465,2010-12-28
20994318,7861166,277,5410326,2010-12-28
20994319,7861166,277,5410344,2010-12-28
20994320,7861166,277,5412416,2010-12-28
20994321,7861166,277,5414426,2010-12-28
20994322,7861166,277,5416508,2010-12-28
20994323,7861166,277,5417575,2010-12-28
20994324,7861166,277,5418559,2010-12-28
20994325,7861166,277,5418957,2010-12-28
20994326,7861166,277,5420474,2010-12-28
20994327,7861166,277,5420974,2010-12-28
20994328,7861166,277,5424770,2010-12-28
20994329,7861166,277,5425102,2010-12-28
20994330,7861166,277,5426594,2010-12-28
20994331,7861166,277,5428529,2010-12-28
20994332,7861166,277,5432542,2010-12-28
20994333,7861166,277,5432561,2010-12-28
20994334,7861166,277,5437552,2010-12-28
20994335,7861166,277,5438372,2010-12-28
20994336,7861166,277,5440632,2010-12-28
20994337,7861166,277,5442390,2010-12-28
20994338,7861166,277,5442626,2010-12-28
20994339,7861166,277,5444853,2010-12-28
20994340,7861166,277,5446488,2010-12-28
20994341,7861166,277,5446490,2010-12-28
20994342,7861166,277,5446919,2010-12-28
20994343,7861166,277,5453796,2010-12-28
20994344,7861166,277,5459507,2010-12-28
20994345,7861166,277,5461667,2010-12-28
20994346,7861166,277,5465213,2010-12-28
20994347,7861166,277,5465401,2010-12-28
20994348,7861166,277,5466158,2010-12-28
20994349,7861166,277,5467102,2010-12-28
20994350,7861166,277,5469206,2010-12-28
20994351,7861166,277,5473362,2010-12-28
20994352,7861166,277,5475398,2010-12-28
20994353,7861166,277,5475399,2010-12-28
20994354,7861166,277,5475585,2010-12-28
20994355,7861166,277,5475682,2010-12-28
20994356,7861166,277,5477262,2010-12-28
20994357,7861166,277,5477263,2010-12-28
20994358,7861166,277,5479268,2010-12-28
20994359,7861166,277,5479508,2010-12-28
20994360,7861166,277,5479615,2010-12-28
20994361,7861166,277,5481294,2010-12-28
20994362,7861166,277,5481296,2010-12-28
20994363,7861166,277,5481542,2010-12-28
20994364,7861166,277,5483278,2010-12-28
20994365,7861166,277,5484292,2010-12-28
20994366,7861166,277,5485176,2010-12-28
20994367,7861166,277,5485221,2010-12-28
20994368,7861166,277,5486686,2010-12-28
20994369,7861166,277,5495581,2010-12-28
20994370,7861166,277,5497187,2010-12-28
20994371,7861166,277,5497459,2010-12-28
20994372,7861166,277,5499330,2010-12-28
20994373,7861166,277,5500794,2010-12-28
20994374,7861166,277,5502576,2010-12-28
20994375,7861166,277,5506902,2010-12-28
20994376,7861166,277,5509074,2010-12-28
20994377,7861166,277,5512934,2010-12-28
20994378,7861166,277,5515098,2010-12-28
20994379,7861166,277,5517254,2010-12-28
20994380,7861166,277,5519780,2010-12-28
20994381,7861166,277,5521631,2010-12-28
20994382,7861166,277,5524193,2010-12-28
20994383,7861166,277,5524201,2010-12-28
20994384,7861166,277,5526035,2010-12-28
20994385,7861166,277,5526469,2010-12-28
20994386,7861166,277,5528281,2010-12-28
20994387,7861166,277,5528490,2010-12-28
20994388,7861166,277,5530235,2010-12-28
20994389,7861166,277,5531227,2010-12-28
20994390,7861166,277,5531600,2010-12-28
20994391,7861166,277,5532920,2010-12-28
20994392,7861166,277,5534888,2010-12-28
20994393,7861166,277,5538430,2010-12-28
20994394,7861166,277,5544320,2010-12-28
20994395,7861166,277,5544342,2010-12-28
20994396,7861166,277,5550863,2010-12-28
20994397,7861166,277,5553216,2010-12-28
20994398,7861166,277,5555441,2010-12-28
20994399,7861166,277,5557722,2010-12-28
20994400,7861166,277,5557744,2010-12-28
20994401,7861166,277,5561708,2010-12-28
20994402,7861166,277,5561803,2010-12-28
20994403,7861166,277,5564043,2010-12-28
20994404,7861166,277,5565908,2010-12-28
20994405,7861166,277,5565999,2010-12-28
20994406,7861166,277,5570126,2010-12-28
20994407,7861166,277,5572625,2010-12-28
20994408,7861166,277,5572652,2010-12-28
20994409,7861166,277,5579055,2010-12-28
20994410,7861166,277,5579057,2010-12-28
20994411,7861166,277,5581560,2010-12-28
20994412,7861166,277,5581686,2010-12-28
20994413,7861166,277,5585858,2010-12-28
20994414,7861166,277,5586235,2010-12-28
20994415,7861166,277,5587724,2010-12-28
20994416,7861166,277,5596697,2010-12-28
20994417,7861166,277,5598209,2010-12-28
20994418,7861166,277,5598279,2010-12-28
20994419,7861166,277,5598351,2010-12-28
20994420,7861166,277,5598523,2010-12-28
20994421,7861166,277,5600368,2010-12-28
20994422,7861166,277,5600573,2010-12-28
20994423,7861166,277,5602596,2010-12-28
20994424,7861166,277,5604824,2010-12-28
20994425,7861166,277,5608449,2010-12-28
20994426,7861166,277,5613109,2010-12-28
20994427,7861166,277,5621456,2010-12-28
20994428,7861166,277,5621658,2010-12-28
20994429,7861166,277,5624265,2010-12-28
20994430,7861166,277,5625833,2010-12-28
20994431,7861166,277,5630103,2010-12-28
20994432,7861166,277,5630125,2010-12-28
20994433,7861166,277,5631693,2010-12-28
20994434,7861166,277,5631694,2010-12-28
20994435,7861166,277,5632022,2010-12-28
20994436,7861166,277,5634064,2010-12-28
20994437,7861166,277,5635918,2010-12-28
20994438,7861166,277,5636036,2010-12-28
20994439,7861166,277,5638443,2010-12-28
20994440,7861166,277,5640193,2010-12-28
20994441,7861166,277,5640196,2010-12-28
20994442,7861166,277,5644354,2010-12-28
20994443,7861166,277,5646675,2010-12-28
20994444,7861166,277,5649230,2010-12-28
20994445,7861166,277,5657414,2010-12-28
20994446,7861166,277,5661516,2010-12-28
20994447,7861166,277,5663748,2010-12-28
20994448,7861166,277,5663757,2010-12-28
20994449,7861166,277,5666493,2010-12-28
20994450,7861166,277,5682206,2010-12-28
20994451,7861166,277,5689641,2010-12-28
20994452,7861166,277,5689648,2010-12-28
20994453,7861166,277,5689663,2010-12-28
20994454,7861166,277,5691777,2010-12-28
20994455,7861166,277,5696906,2010-12-28
20994456,7861166,277,5696982,2010-12-28
20994457,7861166,277,5697793,2010-12-28
20994458,7861166,277,5708960,2010-12-28
20994459,7861166,277,5710887,2010-12-28
20994460,7861166,277,5715314,2010-12-28
20994461,7861166,277,5715515,2010-12-28
20994462,7861166,277,5721832,2010-12-28
20994463,7861166,277,5721908,2010-12-28
20994464,7861166,277,5721956,2010-12-28
20994465,7861166,277,5722418,2010-12-28
20994466,7861166,277,5724091,2010-12-28
20994467,7861166,277,5724521,2010-12-28
20994468,7861166,277,5726909,2010-12-28
20994469,7861166,277,5727065,2010-12-28
20994470,7861166,277,5734719,2010-12-28
20994471,7861166,277,5734823,2010-12-28
20994472,7861166,277,5734891,2010-12-28
20994473,7861166,277,5737725,2010-12-28
20994474,7861166,277,5737747,2010-12-28
20994475,7861166,277,5739814,2010-12-28
20994476,7861166,277,5740549,2010-12-28
20994477,7861166,277,5742680,2010-12-28
20994478,7861166,277,5745711,2010-12-28
20994479,7861166,277,5748441,2010-12-28
20994480,7861166,277,5749735,2010-12-28
20994481,7861166,277,5754172,2010-12-28
20994482,7861166,277,5758257,2010-12-28
20994483,7861166,277,5760771,2010-12-28
20994484,7861166,277,5761468,2010-12-28
20994485,7861166,277,5761485,2010-12-28
20994486,7861166,277,5761606,2010-12-28
20994487,7861166,277,5761681,2010-12-28
20994488,7861166,277,5764276,2010-12-28
20994489,7861166,277,5767896,2010-12-28
20994490,7861166,277,5768521,2010-12-28
20994491,7861166,277,5771354,2010-12-28
20994492,7861166,277,5774109,2010-12-28
20994493,7861166,277,5774170,2010-12-28
20994494,7861166,277,5778374,2010-12-28
20994495,7861166,277,5784565,2010-12-28
20994496,7861166,277,5786521,2010-12-28
20994497,7861166,277,5787171,2010-12-28
20994498,7861166,277,5787254,2010-12-28
20994499,7861166,277,5788504,2010-12-28
20994500,7861166,277,5790176,2010-12-28
20994501,7861166,277,5790935,2010-12-28
20994502,7861166,277,5793414,2010-12-28
20994503,7861166,277,5796954,2010-12-28
20994504,7861166,277,5798785,2010-12-28
20994505,7861166,277,5799071,2010-12-28
20994506,7861166,277,5799157,2010-12-28
20994507,7861166,277,5802465,2010-12-28
20994508,7861166,277,5802526,2010-12-28
20994509,7861166,277,5805204,2010-12-28
20994510,7861166,277,5815662,2010-12-28
20994511,7861166,277,5815671,2010-12-28
20994512,7861166,277,5819301,2010-12-28
20994513,7861166,277,5835732,2010-12-28
20994514,7861166,277,5844600,2010-12-28
20994515,7861166,277,5844890,2010-12-28
20994516,7861166,277,5850218,2010-12-28
20994517,7861166,277,5850520,2010-12-28
20994518,7861166,277,5850629,2010-12-28
20994519,7861166,277,5859594,2010-12-28
20994520,7861166,277,5862325,2010-12-28
20994521,7861166,277,5862329,2010-12-28
20994522,7861166,277,5864823,2010-12-28
20994523,7861166,277,5870717,2010-12-28
20994524,7861166,277,5870767,2010-12-28
20994525,7861166,277,5877755,2010-12-28
20994526,7861166,277,5877801,2010-12-28
20994527,7861166,277,5881269,2010-12-28
20994528,7861166,277,5884288,2010-12-28
20994529,7861166,277,5887801,2010-12-28
20994530,7861166,277,5890122,2010-12-28
20994531,7861166,277,5890177,2010-12-28
20994532,7861166,277,5892900,2010-12-28
20994533,7861166,277,5892915,2010-12-28
20994534,7861166,277,5893109,2010-12-28
20994535,7861166,277,5893132,2010-12-28
20994536,7861166,277,5898852,2010-12-28
20994537,7861166,277,5903319,2010-12-28
20994538,7861166,277,5903652,2010-12-28
20994539,7861166,277,5903901,2010-12-28
20994540,7861166,277,5906397,2010-12-28
20994541,7861166,277,5914706,2010-12-28
20994542,7861166,277,5917543,2010-12-28
20994543,7861166,277,5917915,2010-12-28
20994544,7861166,277,5918213,2010-12-28
20994545,7861166,277,5923656,2010-12-28
20994546,7861166,277,5926624,2010-12-28
20994547,7861166,277,5929848,2010-12-28
20994548,7861166,277,5930768,2010-12-28
20994549,7861166,277,5933498,2010-12-28
20994550,7861166,277,5937162,2010-12-28
20994551,7861166,277,5940073,2010-12-28
20994552,7861166,277,5956034,2010-12-28
20994553,7861166,277,5956483,2010-12-28
20994554,7861166,277,5957695,2010-12-28
